date,Ball One,Ball Two,Ball Three,Ball Four,Ball Five,payout
2017-02-17,3,13,19,26,37,100000
2017-02-18,2,18,23,24,36,152000
2017-02-19,8,22,23,29,37,190000
2017-02-20,2,13,14,21,26,242000
2017-02-21,2,5,22,27,34,308000
2017-02-22,9,15,26,27,36,393000
2017-02-23,12,15,19,26,34,500000
2017-02-24,7,10,26,37,41,626000
2017-02-25,3,4,14,18,29,779000
2017-02-26,2,19,20,23,34,50000
2017-02-27,3,6,14,19,32,62000
2017-02-28,4,5,8,23,33,99000
2017-03-01,1,11,14,22,30,154000
2017-03-02,4,14,28,34,38,209000
2017-03-03,6,14,27,35,36,283000
2017-03-04,5,10,11,15,32,374000
2017-03-05,4,17,18,27,37,452000
2017-03-06,14,16,21,31,39,50000
2017-03-07,12,13,14,25,34,69000
2017-03-08,8,11,27,34,41,50000
2017-03-09,1,15,24,33,39,68000
2017-03-10,13,21,26,30,41,108000
2017-03-11,4,8,9,11,27,169000
2017-03-12,4,10,22,26,33,50000
2017-03-13,8,9,25,28,33,53000
2017-03-14,1,7,18,20,25,92000
2017-03-15,9,15,25,28,32,137000
2017-03-16,4,13,23,28,39,189000
2017-03-17,11,16,29,31,39,247000
2017-03-18,1,11,20,30,37,330000
2017-03-19,5,12,18,23,37,395000
2017-03-20,3,10,16,25,34,496000
2017-03-21,19,27,32,36,37,50000
2017-03-22,6,11,15,21,37,68000
2017-03-23,5,8,16,32,33,104000
2017-03-24,5,8,25,31,39,153000
2017-03-25,1,4,16,18,26,213000
2017-03-26,13,28,29,31,40,260000
2017-03-27,8,12,22,23,28,316000
2017-03-28,14,19,27,32,34,50000
2017-03-29,8,15,29,39,40,65000
2017-03-30,1,15,26,33,35,98000
2017-03-31,3,4,19,31,35,145000
2017-04-01,4,16,22,24,25,209000
2017-04-02,15,17,21,29,36,255000
2017-04-03,1,3,11,15,26,326000
2017-04-04,8,18,19,27,32,419000
2017-04-05,2,3,7,15,35,50000
2017-04-06,1,3,8,25,34,68000
2017-04-07,11,12,24,33,36,103000
2017-04-08,17,30,32,38,39,159000
2017-04-09,18,27,35,37,38,190000
2017-04-10,20,27,31,38,41,248000
2017-04-11,7,28,30,35,39,323000
2017-04-12,4,6,7,8,25,411000
2017-04-13,11,18,27,33,38,510000
2017-04-14,6,11,14,17,28,50000
2017-04-15,1,16,17,26,30,69000
2017-04-16,20,27,30,32,38,93000
2017-04-17,19,26,34,36,40,131000
2017-04-18,3,11,25,27,37,187000
2017-04-19,5,24,30,38,41,245000
2017-04-20,7,18,24,33,40,316000
2017-04-21,5,23,28,31,39,401000
2017-04-22,3,8,16,22,34,509000
2017-04-23,4,17,21,34,35,50000
2017-04-24,6,7,21,30,33,56000
2017-04-25,8,9,11,15,25,88000
2017-04-26,11,15,31,34,38,131000
2017-04-27,5,15,23,33,36,179000
2017-04-28,3,6,10,27,38,238000
2017-04-29,5,7,17,37,38,314000
2017-04-30,7,10,26,30,31,376000
2017-05-01,4,12,27,32,33,467000
2017-05-02,13,16,20,26,27,591000
2017-05-03,10,18,26,38,41,50000
2017-05-04,13,15,29,33,35,70000
2017-05-05,6,14,16,18,20,50000
2017-05-06,1,5,8,17,27,50000
2017-05-07,14,25,29,35,40,50000
2017-05-08,9,14,15,31,32,54000
2017-05-09,11,17,29,31,38,50000
2017-05-10,3,11,20,21,26,69000
2017-05-11,2,12,15,27,29,50000
2017-05-12,10,11,16,37,39,50000
2017-05-13,4,17,18,23,40,76000
2017-05-14,14,18,22,26,28,102000
2017-05-15,11,15,23,26,35,144000
2017-05-16,4,11,19,27,32,199000
2017-05-17,14,23,25,29,30,257000
2017-05-18,7,9,30,35,37,326000
2017-05-19,2,7,19,20,27,413000
2017-05-20,1,2,10,29,37,50000
2017-05-21,9,12,14,19,31,61000
2017-05-22,1,6,9,28,30,93000
2017-05-23,1,22,29,33,36,140000
2017-05-24,6,21,23,30,32,194000
2017-05-25,8,10,27,28,29,249000
2017-05-26,10,17,20,30,32,321000
2017-05-27,3,6,16,24,28,408000
2017-05-28,3,12,13,27,34,487000
2017-05-29,4,8,24,26,33,589000
2017-05-30,1,18,30,32,41,713000
2017-05-31,1,20,31,36,37,906000
2017-06-01,20,23,31,37,40,1100000
2017-06-02,1,4,24,32,33,1400000
2017-06-03,2,4,25,34,38,1700000
2017-06-04,5,7,19,29,34,50000
2017-06-05,4,7,9,23,32,70000
2017-06-06,3,5,15,25,34,106000
2017-06-07,4,5,26,34,36,50000
2017-06-08,3,23,24,27,37,71000
2017-06-09,12,18,26,28,34,106000
2017-06-10,4,20,21,23,41,165000
2017-06-11,3,7,9,10,28,207000
2017-06-12,9,13,24,36,40,266000
2017-06-13,2,9,22,32,35,337000
2017-06-14,4,5,21,29,36,50000
2017-06-15,2,14,19,22,32,68000
2017-06-16,16,20,22,37,40,105000
2017-06-17,9,17,33,35,40,164000
2017-06-18,9,18,31,34,39,203000
2017-06-19,4,16,26,27,37,266000
2017-06-20,5,13,14,17,33,340000
2017-06-21,5,12,19,22,39,438000
2017-06-22,9,22,25,34,35,542000
2017-06-23,11,12,23,28,41,671000
2017-06-24,14,21,27,31,41,50000
2017-06-25,5,17,20,22,25,64000
2017-06-26,1,9,12,18,36,100000
2017-06-27,1,8,21,33,38,151000
2017-06-28,4,5,12,16,20,208000
2017-06-29,2,12,21,23,38,50000
2017-06-30,4,21,27,28,35,65000
2017-07-01,2,8,9,33,37,100000
2017-07-02,9,16,20,31,34,110000
2017-07-03,10,25,29,39,41,125000
2017-07-04,3,19,23,27,36,185000
2017-07-05,6,8,13,28,39,234000
2017-07-06,12,15,21,22,26,304000
2017-07-07,11,21,25,31,39,390000
2017-07-08,10,13,14,16,39,100000
2017-07-09,14,15,30,33,41,110000
2017-07-10,7,12,13,23,39,128000
2017-07-11,5,15,17,18,36,181000
2017-07-12,3,9,26,32,33,237000
2017-07-13,17,22,24,25,28,100000
2017-07-14,6,10,26,27,32,110000
2017-07-15,3,12,13,16,27,135000
2017-07-16,3,10,22,30,40,100000
2017-07-17,2,28,34,35,39,110000
2017-07-18,23,24,25,34,35,100000
2017-07-19,2,8,16,17,19,110000
2017-07-20,4,7,25,29,34,124000
2017-07-21,14,21,36,38,40,169000
2017-07-22,4,12,18,30,38,228000
2017-07-23,3,5,18,19,37,273000
2017-07-24,9,21,25,28,31,336000
2017-07-25,1,2,7,10,25,413000
2017-07-26,11,16,29,30,39,518000
2017-07-27,7,12,22,34,41,100000
2017-07-28,9,31,32,33,35,110000
2017-07-29,16,17,24,40,41,100000
2017-07-30,21,22,24,25,26,110000
2017-07-31,6,13,20,31,33,120000
2017-08-01,15,22,23,36,37,164000
2017-08-02,1,12,21,31,38,220000
2017-08-03,5,14,28,40,41,280000
2017-08-04,8,11,35,38,39,349000
2017-08-05,2,3,14,35,38,448000
2017-08-06,12,17,18,23,38,530000
2017-08-07,7,12,14,27,34,653000
2017-08-08,8,23,30,34,35,798000
2017-08-09,7,9,21,25,27,1000000
2017-08-10,4,6,9,16,22,1100000
2017-08-11,4,6,10,24,41,50000
2017-08-12,3,10,19,28,37,50000
2017-08-13,5,7,17,26,32,62000
2017-08-14,4,10,17,22,35,96000
2017-08-15,7,9,23,30,35,50000
2017-08-16,2,15,25,30,33,50000
2017-08-17,2,8,14,27,30,70000
2017-08-18,8,21,23,32,35,107000
2017-08-19,4,13,21,29,40,50000
2017-08-20,3,4,7,17,40,50000
2017-08-21,18,26,27,28,31,55000
2017-08-22,15,16,25,27,41,89000
2017-08-23,7,8,25,29,36,50000
2017-08-24,14,17,25,26,31,82000
2017-08-25,17,21,31,33,38,112000
2017-08-26,1,10,11,26,37,169000
2017-08-27,1,17,20,39,40,205000
2017-08-28,3,11,20,26,27,265000
2017-08-29,1,2,5,13,34,341000
2017-08-30,10,18,19,35,37,50000
2017-08-31,18,23,31,36,41,71000
2017-09-01,5,20,25,40,41,114000
2017-09-02,4,19,30,32,37,50000
2017-09-03,8,22,27,35,39,65000
2017-09-04,12,22,23,25,39,102000
2017-09-05,10,17,28,33,37,148000
2017-09-06,12,13,18,23,30,203000
2017-09-07,5,15,19,24,40,264000
2017-09-08,3,6,12,20,37,333000
2017-09-09,7,12,22,24,28,420000
2017-09-10,10,21,23,36,39,50000
2017-09-11,3,6,22,23,26,58000
2017-09-12,6,7,30,34,40,95000
2017-09-13,2,24,26,36,37,137000
2017-09-14,17,27,33,36,40,187000
2017-09-15,7,17,24,40,41,241000
2017-09-16,5,8,11,18,31,315000
2017-09-17,1,6,10,22,33,50000
2017-09-18,11,12,15,20,33,50000
2017-09-19,8,19,24,31,36,61000
2017-09-20,10,11,14,30,41,97000
2017-09-21,2,7,19,29,30,138000
2017-09-22,16,23,29,33,41,188000
2017-09-23,5,14,26,40,41,249000
2017-09-24,6,10,23,27,28,50000
2017-09-25,5,9,10,11,40,57000
2017-09-26,5,8,11,20,30,90000
2017-09-27,15,27,31,33,39,131000
2017-09-28,9,13,20,36,37,178000
2017-09-29,19,22,36,38,41,231000
2017-09-30,5,9,10,30,35,309000
2017-10-01,5,7,17,29,39,371000
2017-10-02,2,8,13,16,18,454000
2017-10-03,1,11,12,25,33,50000
2017-10-04,1,8,21,32,36,70000
2017-10-05,12,16,18,29,35,104000
2017-10-06,5,7,13,17,18,154000
2017-10-07,14,15,19,20,39,213000
2017-10-08,2,8,20,30,41,258000
2017-10-09,1,19,31,34,41,325000
2017-10-10,11,14,19,26,38,407000
2017-10-11,1,4,6,13,21,512000
2017-10-12,7,16,25,30,35,50000
2017-10-13,9,17,18,31,33,63000
2017-10-14,3,4,5,16,22,102000
2017-10-15,6,20,21,23,38,138000
2017-10-16,5,9,18,20,40,50000
2017-10-17,6,9,17,26,37,59000
2017-10-18,1,5,25,28,38,91000
2017-10-19,11,12,16,24,39,132000
2017-10-20,8,16,24,28,39,181000
2017-10-21,8,19,22,38,41,241000
2017-10-22,11,28,32,34,41,291000
2017-10-23,3,4,8,10,31,50000
2017-10-24,3,12,21,35,40,59000
2017-10-25,8,10,16,19,38,91000
2017-10-26,3,4,7,20,28,134000
2017-10-27,14,16,17,28,41,181000
2017-10-28,5,12,28,35,37,238000
2017-10-29,2,7,17,25,39,288000
2017-10-30,2,5,15,18,28,355000
2017-10-31,3,4,9,20,33,50000
2017-11-01,3,6,20,23,30,61000
2017-11-02,5,22,25,27,39,50000
2017-11-03,3,5,10,14,41,62000
2017-11-04,2,19,24,28,37,103000
2017-11-05,6,18,23,30,33,142000
2017-11-06,7,11,22,27,31,193000
2017-11-07,13,17,24,33,38,247000
2017-11-08,18,29,35,36,40,317000
2017-11-09,6,21,24,26,33,50000
2017-11-10,5,8,17,24,31,66000
2017-11-11,2,5,20,28,35,102000
2017-11-12,7,11,30,34,40,50000
2017-11-13,10,12,18,22,25,53000
2017-11-14,22,28,30,31,34,84000
2017-11-15,16,18,28,34,40,120000
2017-11-16,2,4,10,30,33,169000
2017-11-17,1,4,21,26,27,219000
2017-11-18,16,20,29,33,37,50000
2017-11-19,6,9,24,34,35,58000
2017-11-20,1,10,28,33,34,88000
2017-11-21,1,11,13,20,29,50000
2017-11-22,1,23,26,35,38,60000
2017-11-23,7,25,26,29,38,87000
2017-11-24,5,6,10,20,40,118000
2017-11-25,3,12,17,27,41,171000
2017-11-26,3,8,17,36,40,209000
2017-11-27,1,12,28,35,40,270000
2017-11-28,1,16,20,27,31,334000
2017-11-29,6,9,11,27,29,418000
2017-11-30,4,5,18,28,40,518000
2017-12-01,4,17,18,23,32,643000
2017-12-02,10,12,17,18,26,790000
2017-12-03,2,4,6,8,32,50000
2017-12-04,2,11,14,25,32,61000
2017-12-05,8,10,17,21,22,92000
2017-12-06,10,13,32,35,37,133000
2017-12-07,6,15,24,25,27,185000
2017-12-08,10,28,30,32,39,241000
2017-12-09,6,10,16,36,41,311000
2017-12-10,1,6,8,13,27,373000
2017-12-11,11,15,20,21,22,50000
2017-12-12,1,8,26,27,41,61000
2017-12-13,10,20,22,27,33,94000
2017-12-14,2,14,20,28,30,135000
2017-12-15,15,17,19,26,38,185000
2017-12-16,3,5,9,10,26,249000
2017-12-17,13,31,32,38,41,302000
2017-12-18,4,13,19,29,32,50000
2017-12-19,11,27,28,33,39,62000
2017-12-20,5,19,20,35,39,50000
2017-12-21,9,11,12,30,32,63000
2017-12-22,6,9,23,37,40,98000
2017-12-23,1,6,23,29,33,149000
2017-12-24,7,8,17,23,29,190000
2017-12-25,18,27,30,38,39,241000
2017-12-26,4,22,23,24,41,257000
2017-12-27,13,16,25,28,36,359000
2017-12-28,5,9,25,33,35,50000
2017-12-29,8,13,17,22,28,66000
2017-12-30,3,4,11,13,18,112000
2017-12-31,2,20,22,30,31,153000
2018-01-01,9,18,31,34,38,50000
2018-01-02,2,7,18,25,41,50000
2018-01-03,20,24,25,39,40,66000
2018-01-04,4,5,12,38,39,112000
2018-01-05,10,22,23,28,34,140000
2018-01-06,3,21,23,33,34,207000
2018-01-07,5,12,20,23,25,249000
2018-01-08,8,10,20,27,31,305000
2018-01-09,4,12,13,17,27,50000
2018-01-10,6,13,28,31,33,61000
2018-01-11,3,10,11,13,33,97000
2018-01-12,14,21,24,33,39,138000
2018-01-13,14,17,20,29,40,194000
2018-01-14,2,6,13,32,41,235000
2018-01-15,7,14,26,40,41,50000
2018-01-16,5,7,21,27,33,60000
2018-01-17,3,4,5,10,38,92000
2018-01-18,2,17,27,36,41,113000
2018-01-19,8,14,17,31,32,160000
2018-01-20,3,5,6,13,41,222000
2018-01-21,5,10,27,32,39,50000
2018-01-22,9,10,11,24,39,55000
2018-01-23,11,12,13,24,33,87000
2018-01-24,17,31,35,39,40,124000
2018-01-25,10,15,17,19,30,50000
2018-01-26,3,7,27,34,39,64000
2018-01-27,1,24,29,35,37,102000
2018-01-28,6,7,19,20,36,141000
2018-01-29,9,11,29,36,40,186000
2018-01-30,10,13,16,37,38,238000
2018-01-31,6,9,28,31,40,300000
2018-02-01,17,29,31,32,41,387000
2018-02-02,2,19,30,32,36,487000
2018-02-03,8,11,23,26,37,607000
2018-02-04,2,6,28,29,33,100000
2018-02-05,8,11,33,35,37,110000
2018-02-06,6,7,13,26,39,126000
2018-02-07,6,13,17,22,26,100000
2018-02-08,11,17,29,33,39,110000
2018-02-09,1,5,7,18,39,128000
2018-02-10,4,11,22,37,39,185000
2018-02-11,2,11,15,36,40,226000
2018-02-12,4,5,8,24,35,296000
2018-02-13,6,9,17,33,35,367000
2018-02-14,4,7,10,21,22,456000
2018-02-15,2,11,17,31,35,568000
2018-02-16,13,24,32,33,37,100000
2018-02-17,15,17,25,32,39,100000
2018-02-18,11,14,33,40,41,110000
2018-02-19,1,2,18,24,25,100000
2018-02-20,4,5,18,24,25,110000
2018-02-21,3,7,8,19,25,120000
2018-02-22,8,20,25,27,39,100000
2018-02-23,13,30,34,36,37,110000
2018-02-24,9,11,24,25,32,127000
2018-02-25,13,17,21,23,29,100000
2018-02-26,14,22,27,31,36,110000
2018-02-27,12,18,23,34,38,120000
2018-02-28,1,15,17,27,40,161000
2018-03-01,9,17,32,35,39,214000
2018-03-02,9,10,18,25,41,283000
2018-03-03,15,21,23,35,41,50000
2018-03-04,10,12,21,22,40,66000
2018-03-05,13,22,26,29,35,50000
2018-03-06,1,16,17,36,41,64000
2018-03-07,13,20,24,30,35,102000
2018-03-08,13,23,30,32,33,148000
2018-03-09,6,16,26,27,30,197000
2018-03-10,20,26,35,36,41,259000
2018-03-11,6,7,20,33,39,314000
2018-03-12,1,2,5,13,20,390000
2018-03-13,4,23,29,35,40,50000
2018-03-14,6,11,12,20,26,64000
2018-03-15,7,22,24,31,34,101000
2018-03-16,3,11,13,29,34,144000
2018-03-17,9,12,15,25,28,197000
2018-03-18,17,18,23,29,41,244000
2018-03-19,9,20,25,27,29,303000
2018-03-20,4,17,22,29,30,383000
2018-03-21,15,19,24,34,36,477000
2018-03-22,2,4,13,24,33,580000
2018-03-23,8,17,25,26,31,50000
2018-03-24,1,21,23,32,38,50000
2018-03-25,7,21,22,24,30,59000
2018-03-26,2,19,23,24,27,91000
2018-03-27,5,11,14,18,29,50000
2018-03-28,22,23,27,28,41,66000
2018-03-29,2,5,13,18,20,99000
2018-03-30,2,6,15,30,37,145000
2018-03-31,3,8,9,28,37,211000
2018-04-01,5,16,24,27,39,249000
2018-04-02,6,17,26,31,34,50000
2018-04-03,1,5,18,26,41,62000
2018-04-04,12,17,21,28,40,100000
2018-04-05,5,9,13,32,36,145000
2018-04-06,4,9,25,30,35,195000
2018-04-07,6,11,24,34,39,50000
2018-04-08,3,4,14,33,41,59000
2018-04-09,3,9,22,29,32,92000
2018-04-10,1,25,26,34,41,134000
2018-04-11,4,6,11,35,36,187000
2018-04-12,8,11,16,24,36,50000
2018-04-13,10,12,30,34,41,63000
2018-04-14,4,13,19,33,40,102000
2018-04-15,8,14,19,25,28,50000
2018-04-16,11,22,27,32,38,55000
2018-04-17,1,5,23,24,31,87000
2018-04-18,6,14,23,27,36,125000
2018-04-19,13,21,27,31,38,170000
2018-04-20,10,29,31,34,36,221000
2018-04-21,5,13,21,32,39,289000
2018-04-22,3,8,23,26,33,338000
2018-04-23,25,30,33,38,39,429000
2018-04-24,17,21,22,24,36,536000
2018-04-25,4,18,26,33,40,50000
2018-04-26,3,5,18,33,37,65000
2018-04-27,4,8,13,22,26,50000
2018-04-28,13,23,25,39,40,65000
2018-04-29,2,4,19,24,25,88000
2018-04-30,2,14,17,33,38,129000
2018-05-01,7,26,35,38,41,177000
2018-05-02,7,10,13,27,40,233000
2018-05-03,20,22,31,32,38,50000
2018-05-04,5,10,32,35,39,63000
2018-05-05,12,14,21,32,35,101000
2018-05-06,3,15,18,30,41,50000
2018-05-07,6,7,9,11,14,53000
2018-05-08,3,21,30,31,38,50000
2018-05-09,5,6,13,27,31,59000
2018-05-10,7,20,24,25,26,90000
2018-05-11,8,12,13,21,35,127000
2018-05-12,4,12,17,25,39,176000
2018-05-13,7,10,13,35,37,50000
2018-05-14,10,26,28,34,40,53000
2018-05-15,2,14,22,26,30,81000
2018-05-16,5,13,19,36,39,119000
2018-05-17,1,7,8,25,34,164000
2018-05-18,5,13,19,33,35,212000
2018-05-19,1,19,30,37,38,277000
2018-05-20,4,9,10,23,41,323000
2018-05-21,8,18,26,34,37,50000
2018-05-22,2,4,15,27,35,57000
2018-05-23,10,19,20,24,25,50000
2018-05-24,4,17,18,28,36,58000
2018-05-25,6,8,31,32,35,88000
2018-05-26,1,16,22,28,38,129000
2018-05-27,2,9,17,20,29,166000
2018-05-28,4,6,30,33,36,216000
2018-05-29,1,12,22,23,40,271000
2018-05-30,2,13,18,25,40,337000
2018-05-31,3,18,24,32,36,418000
2018-06-01,1,6,15,24,36,527000
2018-06-02,7,16,25,30,37,50000
2018-06-03,5,14,20,21,31,60000
2018-06-04,18,21,24,26,29,90000
2018-06-05,4,7,16,34,35,134000
2018-06-06,3,11,22,31,36,191000
2018-06-07,11,14,24,32,37,50000
2018-06-08,4,22,29,35,39,53000
2018-06-09,3,14,26,29,35,50000
2018-06-10,17,27,28,32,36,55000
2018-06-11,8,18,27,30,35,87000
2018-06-12,2,4,5,23,34,127000
2018-06-13,9,14,16,24,41,184000
2018-06-14,4,5,17,18,38,224000
2018-06-15,2,4,8,10,23,50000
2018-06-16,1,2,10,19,21,69000
2018-06-17,3,19,21,36,40,92000
2018-06-18,8,10,25,40,41,130000
2018-06-19,3,14,18,23,39,179000
2018-06-20,2,6,27,34,36,233000
2018-06-21,2,5,9,15,24,296000
2018-06-22,1,7,35,36,41,370000
2018-06-23,6,21,32,37,39,50000
2018-06-24,3,15,16,21,35,58000
2018-06-25,7,12,24,27,38,90000
2018-06-26,15,17,27,36,38,130000
2018-06-27,9,14,18,28,38,183000
2018-06-28,2,5,10,33,36,227000
2018-06-29,3,4,6,15,27,50000
2018-06-30,1,30,32,35,41,71000
2018-07-01,1,9,10,29,30,94000
2018-07-02,2,12,21,33,39,50000
2018-07-03,3,18,19,25,40,60000
2018-07-04,5,9,10,18,21,99000
2018-07-05,1,4,25,32,33,50000
2018-07-06,2,3,12,16,37,59000
2018-07-07,4,16,25,28,30,97000
2018-07-08,1,10,23,25,28,124000
2018-07-09,9,11,14,36,37,170000
2018-07-10,2,4,16,18,37,220000
2018-07-11,8,9,12,20,21,283000
2018-07-12,2,9,10,20,35,349000
2018-07-13,22,30,31,32,33,50000
2018-07-14,15,20,23,25,37,71000
2018-07-15,19,27,33,35,40,93000
2018-07-16,5,27,31,39,41,50000
2018-07-17,5,14,15,23,35,54000
2018-07-18,8,15,24,26,36,86000
2018-07-19,1,8,31,37,38,119000
2018-07-20,2,5,8,9,29,164000
2018-07-21,1,5,17,18,41,225000
2018-07-22,5,8,16,17,31,50000
2018-07-23,1,21,22,34,41,53000
2018-07-24,1,8,10,17,20,78000
2018-07-25,7,21,23,35,36,50000
2018-07-26,4,12,16,21,29,54000
2018-07-27,1,11,27,29,32,82000
2018-07-28,2,10,11,24,40,120000
2018-07-29,11,22,27,30,38,154000
2018-07-30,2,16,29,32,39,50000
2018-07-31,3,5,16,23,29,53000
2018-08-01,2,9,19,24,27,100000
2018-08-02,10,14,30,36,38,100000
2018-08-03,6,9,12,31,33,110000
2018-08-04,12,15,17,28,34,124000
2018-08-05,10,14,15,18,22,156000
2018-08-06,6,19,22,25,36,206000
2018-08-07,10,16,23,28,41,265000
2018-08-08,8,17,19,28,36,330000
2018-08-09,16,26,27,37,41,100000
2018-08-10,1,19,20,31,34,110000
2018-08-11,16,20,23,34,36,100000
2018-08-12,11,13,15,25,32,110000
2018-08-13,5,12,23,30,37,120000
2018-08-14,3,24,27,33,35,100000
2018-08-15,9,16,25,37,39,110000
2018-08-16,3,16,20,24,39,100000
2018-08-17,12,15,20,34,36,110000
2018-08-18,5,12,26,29,38,120000
2018-08-19,6,8,11,16,30,150000
2018-08-20,12,13,17,24,25,198000
2018-08-21,14,22,27,30,31,251000
2018-08-22,3,17,36,40,41,319000
2018-08-23,2,19,30,34,37,100000
2018-08-24,19,21,22,32,36,110000
2018-08-25,8,14,19,20,21,120000
2018-08-26,7,9,11,28,31,100000
2018-08-27,7,10,23,32,39,100000
2018-08-28,1,2,8,25,31,110000
2018-08-29,2,3,19,21,37,120000
2018-08-30,7,19,23,25,26,148000
2018-08-31,3,10,24,29,31,197000
2018-09-01,10,17,28,29,32,50000
2018-09-02,4,6,17,21,32,53000
2018-09-03,6,7,21,38,41,87000
2018-09-04,6,9,28,36,41,118000
2018-09-05,5,18,21,30,41,167000
2018-09-06,20,21,27,29,34,206000
2018-09-07,3,5,29,31,32,50000
2018-09-08,20,25,31,33,40,65000
2018-09-09,5,17,19,24,28,50000
2018-09-10,9,22,27,31,34,53000
2018-09-11,8,13,24,38,40,50000
2018-09-12,17,25,28,29,32,53000
2018-09-13,19,23,27,33,38,50000
2018-09-14,2,17,18,25,35,53000
2018-09-15,1,3,11,13,40,56000
2018-09-16,3,5,6,13,18,86000
2018-09-17,1,6,34,36,38,50000
2018-09-18,4,27,30,37,39,50000
2018-09-19,14,17,22,26,31,53000
2018-09-20,13,17,25,30,39,78000
2018-09-21,8,16,18,20,25,111000
2018-09-22,4,10,11,29,30,156000
2018-09-23,5,10,12,16,33,184000
2018-09-24,1,8,21,29,30,230000
2018-09-25,19,21,25,28,33,291000
2018-09-26,12,23,34,39,40,50000
2018-09-27,7,9,19,24,39,57000
2018-09-28,3,11,22,35,40,85000
2018-09-29,7,9,28,34,38,124000
2018-09-30,3,13,24,26,29,50000
2018-10-01,1,18,24,28,29,53000
2018-10-02,5,6,7,10,30,80000
2018-10-03,11,15,29,38,39,117000
2018-10-04,1,20,32,39,41,156000
2018-10-05,16,21,25,30,31,201000
2018-10-06,6,14,22,33,39,265000
2018-10-07,10,13,23,25,31,308000
2018-10-08,14,25,29,34,38,50000
2018-10-09,12,26,29,36,37,56000
2018-10-10,7,10,12,17,29,91000
2018-10-11,12,24,29,33,39,128000
2018-10-12,2,12,26,35,36,164000
2018-10-13,10,14,22,29,37,221000
2018-10-14,10,11,23,27,38,50000
2018-10-15,4,17,20,38,40,53000
2018-10-16,22,23,27,30,35,81000
2018-10-17,2,5,28,31,34,127000
2018-10-18,23,31,32,36,38,167000
2018-10-19,3,7,8,17,21,50000
2018-10-20,5,7,28,35,38,78000
2018-10-21,10,27,31,32,36,95000
2018-10-22,5,14,24,30,38,131000
2018-10-23,12,14,22,33,37,181000
2018-10-24,1,5,14,15,26,247000
2018-10-25,4,23,26,33,40,302000
2018-10-26,5,14,19,29,32,388000
2018-10-27,11,16,24,25,34,477000
2018-10-28,1,8,13,22,37,50000
2018-10-29,8,17,21,35,38,57000
2018-10-30,13,22,23,28,32,91000
2018-10-31,13,21,29,36,39,128000
2018-11-01,12,23,34,36,40,50000
2018-11-02,14,16,20,28,41,64000
2018-11-03,1,6,25,26,34,107000
2018-11-04,8,23,33,41,42,140000
2018-11-05,12,15,24,37,42,196000
2018-11-06,25,27,34,35,42,100000
2018-11-07,1,10,11,25,27,110000
2018-11-08,10,25,28,29,31,121000
2018-11-09,9,10,11,14,35,173000
2018-11-10,16,30,34,35,43,100000
2018-11-11,3,7,8,30,31,100000
2018-11-12,2,18,19,23,39,110000
2018-11-13,5,6,13,20,22,120000
2018-11-14,4,16,20,29,38,153000
2018-11-15,8,12,28,30,35,198000
2018-11-16,3,16,27,30,40,255000
2018-11-17,10,27,33,40,41,334000
2018-11-18,3,9,12,34,40,400000
2018-11-19,18,20,27,34,39,514000
2018-11-20,9,10,14,35,38,100000
2018-11-21,3,14,21,32,38,110000
2018-11-22,27,37,39,40,42,124000
2018-11-23,1,13,23,34,36,156000
2018-11-24,21,23,26,27,30,214000
2018-11-25,5,25,30,39,41,257000
2018-11-26,5,13,29,31,32,328000
2018-11-27,4,10,30,35,39,408000
2018-11-28,1,10,11,30,37,100000
2018-11-29,1,7,10,27,33,110000
2018-11-30,6,23,33,36,43,100000
2018-12-01,5,16,29,31,34,110000
2018-12-02,9,15,17,27,34,120000
2018-12-03,1,8,16,21,39,163000
2018-12-04,10,14,33,35,40,215000
2018-12-05,14,16,30,34,41,275000
2018-12-06,2,5,34,36,41,340000
2018-12-07,4,13,19,30,39,429000
2018-12-08,16,23,24,29,38,536000
2018-12-09,6,7,16,22,41,100000
2018-12-10,11,31,34,36,39,110000
2018-12-11,7,10,20,29,36,120000
2018-12-12,9,22,26,39,42,131000
2018-12-13,7,18,19,20,41,177000
2018-12-14,14,21,24,28,32,230000
2018-12-15,6,9,16,19,29,300000
2018-12-16,1,5,13,15,32,363000
2018-12-17,26,27,28,33,40,451000
2018-12-18,4,12,28,33,42,553000
2018-12-19,3,6,8,13,37,679000
2018-12-20,10,18,19,22,33,822000
2018-12-21,2,12,30,39,40,1000000
2018-12-22,13,18,26,27,43,100000
2018-12-23,3,19,22,24,26,110000
2018-12-24,10,15,37,39,42,121000
2018-12-25,7,16,21,30,36,175000
2018-12-26,2,3,9,27,43,193000
2018-12-27,2,11,15,18,36,272000
2018-12-28,8,10,16,35,39,343000
2018-12-29,10,12,26,27,28,453000
2018-12-30,10,12,19,25,28,100000
2018-12-31,18,21,30,32,35,110000
2019-01-01,1,5,12,17,30,140000
2019-01-02,2,4,14,34,39,100000
2019-01-03,7,11,21,26,32,110000
2019-01-04,1,15,16,24,34,129000
2019-01-05,25,29,34,36,42,187000
